Energy (MeV),Be7_Flux (cm^{-2} s^{-1}),pep_Flux (cm^{-2} s^{-1})
5.740000e-01,2.162746e+03,8.201210e-57
5.750000e-01,2.426327e+03,1.159393e-56
5.760000e-01,2.720943e+03,1.638361e-56
5.770000e-01,3.050113e+03,2.314275e-56
5.780000e-01,3.417737e+03,3.267733e-56
5.790000e-01,3.828138e+03,4.612161e-56
5.800000e-01,4.286106e+03,6.507117e-56
5.810000e-01,4.796942e+03,9.176965e-56
5.820000e-01,5.366515e+03,1.293707e-55
5.830000e-01,6.001315e+03,1.823051e-55
5.840000e-01,6.708522e+03,2.567959e-55
5.850000e-01,7.496068e+03,3.615794e-55
5.860000e-01,8.372719e+03,5.089153e-55
5.870000e-01,9.348152e+03,7.160011e-55
5.880000e-01,1.043305e+04,1.006950e-54
5.890000e-01,1.163920e+04,1.415562e-54
5.900000e-01,1.297960e+04,1.989188e-54
5.910000e-01,1.446857e+04,2.794146e-54
5.920000e-01,1.612190e+04,3.923273e-54
5.930000e-01,1.795698e+04,5.506484e-54
5.940000e-01,1.999293e+04,7.725499e-54
5.950000e-01,2.225082e+04,1.083440e-53
5.960000e-01,2.475379e+04,1.518831e-53
5.970000e-01,2.752731e+04,2.128338e-53
5.980000e-01,3.059935e+04,2.981246e-53
5.990000e-01,3.400062e+04,4.174277e-53
6.000000e-01,3.776485e+04,5.842398e-53
6.010000e-01,4.192904e+04,8.173860e-53
6.020000e-01,4.653379e+04,1.143114e-52
6.030000e-01,5.162359e+04,1.598005e-52
6.040000e-01,5.724720e+04,2.233023e-52
6.050000e-01,6.345802e+04,3.119136e-52
6.060000e-01,7.031454e+04,4.355138e-52
6.070000e-01,7.788074e+04,6.078489e-52
6.080000e-01,8.622659e+04,8.480388e-52
6.090000e-01,9.542863e+04,1.182666e-51
6.100000e-01,1.055705e+05,1.648674e-51
6.110000e-01,1.167434e+05,2.297384e-51
6.120000e-01,1.290473e+05,3.200065e-51
6.130000e-01,1.425908e+05,4.455642e-51
6.140000e-01,1.574926e+05,6.201375e-51
6.150000e-01,1.738823e+05,8.627641e-51
6.160000e-01,1.919008e+05,1.199837e-50
6.170000e-01,2.117018e+05,1.667934e-50
6.180000e-01,2.334525e+05,2.317725e-50
6.190000e-01,2.573350e+05,3.219371e-50
6.200000e-01,2.835472e+05,4.469989e-50
6.210000e-01,3.123045e+05,6.203949e-50
6.220000e-01,3.438408e+05,8.607088e-50
6.230000e-01,3.784101e+05,1.193632e-49
6.240000e-01,4.162885e+05,1.654669e-49
6.250000e-01,4.577754e+05,2.292862e-49
6.260000e-01,5.031954e+05,3.175931e-49
6.270000e-01,5.529008e+05,4.397345e-49
6.280000e-01,6.072731e+05,6.086060e-49
6.290000e-01,6.667257e+05,8.419925e-49
6.300000e-01,7.317059e+05,1.164412e-48
6.310000e-01,8.026981e+05,1.609648e-48
6.320000e-01,8.802260e+05,2.224241e-48
6.330000e-01,9.648558e+05,3.072267e-48
6.340000e-01,1.057199e+06,4.241919e-48
6.350000e-01,1.157918e+06,5.854531e-48
6.360000e-01,1.267724e+06,8.076962e-48
6.370000e-01,1.387389e+06,1.113859e-47
6.380000e-01,1.517741e+06,1.535461e-47
6.390000e-01,1.659678e+06,2.115795e-47
6.400000e-01,1.814161e+06,2.914303e-47
6.410000e-01,1.982232e+06,4.012565e-47
6.420000e-01,2.165007e+06,5.522500e-47
6.430000e-01,2.363689e+06,7.597587e-47
6.440000e-01,2.579572e+06,1.044821e-46
6.450000e-01,2.814046e+06,1.436264e-46
6.460000e-01,3.068606e+06,1.973573e-46
6.470000e-01,3.344855e+06,2.710805e-46
6.480000e-01,3.644515e+06,3.721942e-46
6.490000e-01,3.969433e+06,5.108193e-46
6.500000e-01,4.321590e+06,7.007953e-46
6.510000e-01,4.703107e+06,9.610398e-46
6.520000e-01,5.116258e+06,1.317401e-45
6.530000e-01,5.563478e+06,1.805180e-45
6.540000e-01,6.047369e+06,2.472576e-45
6.550000e-01,6.570720e+06,3.385361e-45
6.560000e-01,7.136506e+06,4.633259e-45
6.570000e-01,7.747912e+06,6.338617e-45
6.580000e-01,8.408334e+06,8.668195e-45
6.590000e-01,9.121401e+06,1.184920e-44
6.600000e-01,9.890981e+06,1.619108e-44
6.610000e-01,1.072120e+07,2.211510e-44
6.620000e-01,1.161646e+07,3.019452e-44
6.630000e-01,1.258145e+07,4.120916e-44
6.640000e-01,1.362115e+07,5.621932e-44
6.650000e-01,1.474086e+07,7.666617e-44
6.660000e-01,1.594624e+07,1.045077e-43
6.670000e-01,1.724329e+07,1.424029e-43
6.680000e-01,1.863839e+07,1.939617e-43
6.690000e-01,2.013830e+07,2.640822e-43
6.700000e-01,2.175021e+07,3.594088e-43
6.710000e-01,2.348175e+07,4.889501e-43
6.720000e-01,2.534099e+07,6.649159e-43
6.730000e-01,2.733652e+07,9.038474e-43
6.740000e-01,2.947739e+07,1.228145e-42
6.750000e-01,3.177321e+07,1.668133e-42
6.760000e-01,3.423414e+07,2.264843e-42
6.770000e-01,3.687093e+07,3.073771e-42
6.780000e-01,3.969493e+07,4.169955e-42
6.790000e-01,4.271813e+07,5.654803e-42
6.800000e-01,4.595319e+07,7.665312e-42
6.810000e-01,4.941349e+07,1.038648e-41
6.820000e-01,5.311309e+07,1.406804e-41
6.830000e-01,5.706685e+07,1.904692e-41
6.840000e-01,6.129041e+07,2.577758e-41
6.850000e-01,6.580023e+07,3.487273e-41
6.860000e-01,7.061364e+07,4.715808e-41
6.870000e-01,7.574886e+07,6.374593e-41
6.880000e-01,8.122502e+07,8.613409e-41
6.890000e-01,8.706225e+07,1.163386e-40
6.900000e-01,9.328165e+07,1.570722e-40
6.910000e-01,9.990536e+07,2.119828e-40
6.920000e-01,1.069566e+08,2.859752e-40
6.930000e-01,1.144598e+08,3.856404e-40
6.940000e-01,1.224403e+08,5.198318e-40
6.950000e-01,1.309248e+08,7.004376e-40
6.960000e-01,1.399413e+08,9.434140e-40
6.970000e-01,1.495190e+08,1.270169e-39
6.980000e-01,1.596882e+08,1.709413e-39
6.990000e-01,1.704809e+08,2.299634e-39
7.000000e-01,1.819302e+08,3.092408e-39
7.010000e-01,1.940709e+08,4.156818e-39
7.020000e-01,2.069389e+08,5.585366e-39
7.030000e-01,2.205718e+08,7.501852e-39
7.040000e-01,2.350089e+08,1.007191e-38
7.050000e-01,2.502908e+08,1.351702e-38
7.060000e-01,2.664598e+08,1.813330e-38
7.070000e-01,2.835599e+08,2.431637e-38
7.080000e-01,3.016367e+08,3.259471e-38
7.090000e-01,3.207376e+08,4.367387e-38
7.100000e-01,3.409117e+08,5.849551e-38
7.110000e-01,3.622097e+08,7.831585e-38
7.120000e-01,3.846844e+08,1.048101e-37
7.130000e-01,4.083903e+08,1.402112e-37
7.140000e-01,4.333837e+08,1.874946e-37
7.150000e-01,4.597226e+08,2.506230e-37
7.160000e-01,4.874674e+08,3.348725e-37
7.170000e-01,5.166798e+08,4.472644e-37
7.180000e-01,5.474239e+08,5.971390e-37
7.190000e-01,5.797653e+08,7.969166e-37
7.200000e-01,6.137719e+08,1.063106e-36
7.210000e-01,6.495133e+08,1.417642e-36
7.220000e-01,6.870612e+08,1.889656e-36
7.230000e-01,7.264890e+08,2.517823e-36
7.240000e-01,7.678722e+08,3.353467e-36
7.250000e-01,8.112882e+08,4.464667e-36
7.260000e-01,8.568161e+08,5.941697e-36
7.270000e-01,9.045371e+08,7.904203e-36
7.280000e-01,9.545341e+08,1.051071e-35
7.290000e-01,1.006892e+09,1.397115e-35
7.300000e-01,1.061696e+09,1.856345e-35
7.310000e-01,1.119037e+09,2.465537e-35
7.320000e-01,1.179002e+09,3.273336e-35
7.330000e-01,1.241683e+09,4.344061e-35
7.340000e-01,1.307175e+09,5.762720e-35
7.350000e-01,1.375570e+09,7.641620e-35
7.360000e-01,1.446965e+09,1.012907e-34
7.370000e-01,1.521456e+09,1.342085e-34
7.380000e-01,1.599143e+09,1.777530e-34
7.390000e-01,1.680125e+09,2.353314e-34
7.400000e-01,1.764501e+09,3.114363e-34
7.410000e-01,1.852374e+09,4.119882e-34
7.420000e-01,1.943845e+09,5.447869e-34
7.430000e-01,2.039018e+09,7.201033e-34
7.440000e-01,2.137994e+09,9.514572e-34
7.450000e-01,2.240879e+09,1.256637e-33
7.460000e-01,2.347775e+09,1.659041e-33
7.470000e-01,2.458787e+09,2.189426e-33
7.480000e-01,2.574018e+09,2.888217e-33
7.490000e-01,2.693572e+09,3.808515e-33
7.500000e-01,2.817551e+09,5.020048e-33
7.510000e-01,2.946058e+09,6.614336e-33
7.520000e-01,3.079195e+09,8.711460e-33
7.530000e-01,3.217061e+09,1.146890e-32
7.540000e-01,3.359755e+09,1.509313e-32
7.550000e-01,3.507376e+09,1.985467e-32
7.560000e-01,3.660018e+09,2.610794e-32
7.570000e-01,3.817776e+09,3.431695e-32
7.580000e-01,3.980741e+09,4.508905e-32
7.590000e-01,4.149003e+09,5.921882e-32
7.600000e-01,4.322648e+09,7.774540e-32
7.610000e-01,4.501758e+09,1.020272e-31
7.620000e-01,4.686416e+09,1.338392e-31
7.630000e-01,4.876697e+09,1.755001e-31
7.640000e-01,5.072674e+09,2.300368e-31
7.650000e-01,5.274417e+09,3.014003e-31
7.660000e-01,5.481990e+09,3.947448e-31
7.670000e-01,5.695453e+09,5.167915e-31
7.680000e-01,5.914862e+09,6.763018e-31
7.690000e-01,6.140266e+09,8.846919e-31
7.700000e-01,6.371711e+09,1.156831e-30
7.710000e-01,6.609236e+09,1.512077e-30
7.720000e-01,6.852874e+09,1.975624e-30
7.730000e-01,7.102651e+09,2.580244e-30
7.740000e-01,7.358588e+09,3.368556e-30
7.750000e-01,7.620699e+09,4.395952e-30
7.760000e-01,7.888990e+09,5.734406e-30
7.770000e-01,8.163460e+09,7.477393e-30
7.780000e-01,8.444101e+09,9.746265e-30
7.790000e-01,8.730897e+09,1.269850e-29
7.800000e-01,9.023823e+09,1.653839e-29
7.810000e-01,9.322847e+09,2.153079e-29
7.820000e-01,9.627928e+09,2.801904e-29
7.830000e-01,9.939017e+09,3.644791e-29
7.840000e-01,1.025605e+10,4.739346e-29
7.850000e-01,1.057897e+10,6.160137e-29
7.860000e-01,1.090769e+10,8.003661e-29
7.870000e-01,1.124213e+10,1.039473e-28
7.880000e-01,1.158218e+10,1.349473e-28
7.890000e-01,1.192776e+10,1.751222e-28
7.900000e-01,1.227872e+10,2.271667e-28
7.910000e-01,1.263497e+10,2.945604e-28
7.920000e-01,1.299634e+10,3.817951e-28
7.930000e-01,1.336271e+10,4.946667e-28
7.940000e-01,1.373391e+10,6.406506e-28
7.950000e-01,1.410978e+10,8.293847e-28
7.960000e-01,1.449014e+10,1.073290e-27
7.970000e-01,1.487479e+10,1.388368e-27
7.980000e-01,1.526356e+10,1.795222e-27
7.990000e-01,1.565622e+10,2.320375e-27
8.000000e-01,1.605256e+10,2.997950e-27
8.010000e-01,1.645235e+10,3.871836e-27
8.020000e-01,1.685535e+10,4.998455e-27
8.030000e-01,1.726132e+10,6.450314e-27
8.040000e-01,1.767000e+10,8.320554e-27
8.050000e-01,1.808112e+10,1.072877e-26
8.060000e-01,1.849440e+10,1.382846e-26
8.070000e-01,1.890957e+10,1.781657e-26
8.080000e-01,1.932632e+10,2.294566e-26
8.090000e-01,1.974436e+10,2.953952e-26
8.100000e-01,2.016338e+10,3.801303e-26
8.110000e-01,2.058305e+10,4.889763e-26
8.120000e-01,2.100306e+10,6.287376e-26
8.130000e-01,2.142306e+10,8.081227e-26
8.140000e-01,2.184273e+10,1.038273e-25
8.150000e-01,2.226171e+10,1.333435e-25
8.160000e-01,2.267965e+10,1.711823e-25
8.170000e-01,2.309620e+10,2.196705e-25
8.180000e-01,2.351099e+10,2.817806e-25
8.190000e-01,2.392366e+10,3.613073e-25
8.200000e-01,2.433384e+10,4.630934e-25
8.210000e-01,2.474116e+10,5.933170e-25
8.220000e-01,2.514523e+10,7.598559e-25
8.230000e-01,2.554568e+10,9.727517e-25
8.240000e-01,2.594212e+10,1.244798e-24
8.250000e-01,2.633419e+10,1.592291e-24
8.260000e-01,2.672149e+10,2.035972e-24
8.270000e-01,2.710364e+10,2.602243e-24
8.280000e-01,2.748026e+10,3.324681e-24
8.290000e-01,2.785098e+10,4.245984e-24
8.300000e-01,2.821540e+10,5.420422e-24
8.310000e-01,2.857317e+10,6.916941e-24
8.320000e-01,2.892390e+10,8.823103e-24
8.330000e-01,2.926722e+10,1.125006e-23
8.340000e-01,2.960277e+10,1.433886e-23
8.350000e-01,2.993020e+10,1.826841e-23
8.360000e-01,3.024915e+10,2.326555e-23
8.370000e-01,3.055927e+10,2.961774e-23
8.380000e-01,3.086022e+10,3.768920e-23
8.390000e-01,3.115168e+10,4.794112e-23
8.400000e-01,3.143331e+10,6.095730e-23
8.410000e-01,3.170480e+10,7.747642e-23
8.420000e-01,3.196585e+10,9.843275e-23
8.430000e-01,3.221616e+10,1.250075e-22
8.440000e-01,3.245544e+10,1.586933e-22
8.450000e-01,3.268343e+10,2.013760e-22
8.460000e-01,3.289985e+10,2.554364e-22
8.470000e-01,3.310446e+10,3.238802e-22
8.480000e-01,3.329703e+10,4.104990e-22
8.490000e-01,3.347732e+10,5.200753e-22
8.500000e-01,3.364512e+10,6.586377e-22
8.510000e-01,3.380025e+10,8.337833e-22
8.520000e-01,3.394251e+10,1.055082e-21
8.530000e-01,3.407173e+10,1.334582e-21
8.540000e-01,3.418777e+10,1.687450e-21
8.550000e-01,3.429049e+10,2.132763e-21
8.560000e-01,3.437976e+10,2.694515e-21
8.570000e-01,3.445548e+10,3.402867e-21
8.580000e-01,3.451756e+10,4.295716e-21
8.590000e-01,3.456592e+10,5.420664e-21
8.600000e-01,3.460050e+10,6.837474e-21
8.610000e-01,3.462126e+10,8.621148e-21
8.620000e-01,3.462819e+10,1.086578e-20
8.630000e-01,3.462126e+10,1.368935e-20
8.640000e-01,3.460050e+10,1.723976e-20
8.650000e-01,3.456592e+10,2.170230e-20
8.660000e-01,3.451756e+10,2.730905e-20
8.670000e-01,3.445548e+10,3.435056e-20
8.680000e-01,3.437976e+10,4.319040e-20
8.690000e-01,3.429049e+10,5.428339e-20
8.700000e-01,3.418777e+10,6.819821e-20
8.710000e-01,3.407173e+10,8.564564e-20
8.720000e-01,3.394251e+10,1.075137e-19
8.730000e-01,3.380025e+10,1.349114e-19
8.740000e-01,3.364512e+10,1.692232e-19
8.750000e-01,3.347732e+10,2.121765e-19
8.760000e-01,3.329703e+10,2.659261e-19
8.770000e-01,3.310446e+10,3.331585e-19
8.780000e-01,3.289985e+10,4.172219e-19
8.790000e-01,3.268343e+10,5.222876e-19
8.800000e-01,3.245544e+10,6.535495e-19
8.810000e-01,3.221616e+10,8.174734e-19
8.820000e-01,3.196585e+10,1.022104e-18
8.830000e-01,3.170480e+10,1.277446e-18
8.840000e-01,3.143331e+10,1.595940e-18
8.850000e-01,3.115168e+10,1.993044e-18
8.860000e-01,3.086022e+10,2.487960e-18
8.870000e-01,3.055927e+10,3.104532e-18
8.880000e-01,3.024915e+10,3.872356e-18
8.890000e-01,2.993020e+10,4.828148e-18
8.900000e-01,2.960277e+10,6.017447e-18
8.910000e-01,2.926722e+10,7.496701e-18
8.920000e-01,2.892390e+10,9.335861e-18
8.930000e-01,2.857317e+10,1.162157e-17
8.940000e-01,2.821540e+10,1.446111e-17
8.950000e-01,2.785098e+10,1.798725e-17
8.960000e-01,2.748026e+10,2.236423e-17
8.970000e-01,2.710364e+10,2.779519e-17
8.980000e-01,2.672149e+10,3.453119e-17
8.990000e-01,2.633419e+10,4.288247e-17
9.000000e-01,2.594212e+10,5.323218e-17
9.010000e-01,2.554568e+10,6.605337e-17
9.020000e-01,2.514523e+10,8.192982e-17
9.030000e-01,2.474116e+10,1.015817e-16
9.040000e-01,2.433384e+10,1.258969e-16
9.050000e-01,2.392366e+10,1.559699e-16
9.060000e-01,2.351099e+10,1.931492e-16
9.070000e-01,2.309620e+10,2.390955e-16
9.080000e-01,2.267965e+10,2.958531e-16
9.090000e-01,2.226171e+10,3.659377e-16
9.100000e-01,2.184273e+10,4.524436e-16
9.110000e-01,2.142306e+10,5.591753e-16
9.120000e-01,2.100306e+10,6.908088e-16
9.130000e-01,2.058305e+10,8.530883e-16
9.140000e-01,2.016338e+10,1.053068e-15
9.150000e-01,1.974436e+10,1.299407e-15
9.160000e-01,1.932632e+10,1.602729e-15
9.170000e-01,1.890957e+10,1.976066e-15
9.180000e-01,1.849440e+10,2.435392e-15
9.190000e-01,1.808112e+10,3.000286e-15
9.200000e-01,1.767000e+10,3.694731e-15
9.210000e-01,1.726132e+10,4.548092e-15
9.220000e-01,1.685535e+10,5.596312e-15
9.230000e-01,1.645235e+10,6.883366e-15
9.240000e-01,1.605256e+10,8.463034e-15
9.250000e-01,1.565622e+10,1.040106e-14
9.260000e-01,1.526356e+10,1.277778e-14
9.270000e-01,1.487479e+10,1.569132e-14
9.280000e-01,1.449014e+10,1.926149e-14
9.290000e-01,1.410978e+10,2.363451e-14
9.300000e-01,1.373391e+10,2.898875e-14
9.310000e-01,1.336271e+10,3.554174e-14
9.320000e-01,1.299634e+10,4.355863e-14
9.330000e-01,1.263497e+10,5.336247e-14
9.340000e-01,1.227872e+10,6.534675e-14
9.350000e-01,1.192776e+10,7.999049e-14
9.360000e-01,1.158218e+10,9.787662e-14
9.370000e-01,1.124213e+10,1.197143e-13
9.380000e-01,1.090769e+10,1.463656e-13
9.390000e-01,1.057897e+10,1.788787e-13
9.400000e-01,1.025605e+10,2.185266e-13
9.410000e-01,9.939017e+09,2.668556e-13
9.420000e-01,9.627928e+09,3.257427e-13
9.430000e-01,9.322847e+09,3.974653e-13
9.440000e-01,9.023823e+09,4.847861e-13
9.450000e-01,8.730897e+09,5.910542e-13
9.460000e-01,8.444101e+09,7.203288e-13
9.470000e-01,8.163460e+09,8.775270e-13
9.480000e-01,7.888990e+09,1.068603e-12
9.490000e-01,7.620699e+09,1.300765e-12
9.500000e-01,7.358588e+09,1.582732e-12
9.510000e-01,7.102651e+09,1.925051e-12
9.520000e-01,6.852874e+09,2.340472e-12
9.530000e-01,6.609236e+09,2.844401e-12
9.540000e-01,6.371711e+09,3.455449e-12
9.550000e-01,6.140266e+09,4.196087e-12
9.560000e-01,5.914862e+09,5.093435e-12
9.570000e-01,5.695453e+09,6.180211e-12
9.580000e-01,5.481990e+09,7.495872e-12
9.590000e-01,5.274417e+09,9.087978e-12
9.600000e-01,5.072674e+09,1.101384e-11
9.610000e-01,4.876697e+09,1.334247e-11
9.620000e-01,4.686416e+09,1.615699e-11
9.630000e-01,4.501758e+09,1.955738e-11
9.640000e-01,4.322648e+09,2.366394e-11
9.650000e-01,4.149003e+09,2.862134e-11
9.660000e-01,3.980741e+09,3.460342e-11
9.670000e-01,3.817776e+09,4.181907e-11
9.680000e-01,3.660018e+09,5.051915e-11
9.690000e-01,3.507376e+09,6.100480e-11
9.700000e-01,3.359755e+09,7.363736e-11
9.710000e-01,3.217061e+09,8.885026e-11
9.720000e-01,3.079195e+09,1.071632e-10
9.730000e-01,2.946058e+09,1.291988e-10
9.740000e-01,2.817551e+09,1.557033e-10
9.750000e-01,2.693572e+09,1.875701e-10
9.760000e-01,2.574018e+09,2.258684e-10
9.770000e-01,2.458787e+09,2.718777e-10
9.780000e-01,2.347775e+09,3.271283e-10
9.790000e-01,2.240879e+09,3.934494e-10
9.800000e-01,2.137994e+09,4.730270e-10
9.810000e-01,2.039018e+09,5.684722e-10
9.820000e-01,1.943845e+09,6.829028e-10
9.830000e-01,1.852374e+09,8.200395e-10
9.840000e-01,1.764501e+09,9.843214e-10
9.850000e-01,1.680125e+09,1.181042e-09
9.860000e-01,1.599143e+09,1.416512e-09
9.870000e-01,1.521456e+09,1.698248e-09
9.880000e-01,1.446965e+09,2.035206e-09
9.890000e-01,1.375570e+09,2.438047e-09
9.900000e-01,1.307175e+09,2.919456e-09
9.910000e-01,1.241683e+09,3.494524e-09
9.920000e-01,1.179002e+09,4.181195e-09
9.930000e-01,1.119037e+09,5.000796e-09
9.940000e-01,1.061696e+09,5.978664e-09
9.950000e-01,1.006892e+09,7.144888e-09
9.960000e-01,9.545341e+08,8.535186e-09
9.970000e-01,9.045371e+08,1.019194e-08
9.980000e-01,8.568161e+08,1.216542e-08
9.990000e-01,8.112882e+08,1.451521e-08
1.000000e+00,7.678722e+08,1.731195e-08
1.001000e+00,7.264890e+08,2.063930e-08
1.002000e+00,6.870612e+08,2.459633e-08
1.003000e+00,6.495133e+08,2.930028e-08
1.004000e+00,6.137719e+08,3.488989e-08
1.005000e+00,5.797653e+08,4.152922e-08
1.006000e+00,5.474239e+08,4.941219e-08
1.007000e+00,5.166798e+08,5.876798e-08
1.008000e+00,4.874674e+08,6.986726e-08
1.009000e+00,4.597226e+08,8.302960e-08
1.010000e+00,4.333837e+08,9.863214e-08
1.011000e+00,4.083903e+08,1.171198e-07
1.012000e+00,3.846844e+08,1.390171e-07
1.013000e+00,3.622097e+08,1.649425e-07
1.014000e+00,3.409117e+08,1.956245e-07
1.015000e+00,3.207376e+08,2.319211e-07
1.016000e+00,3.016367e+08,2.748422e-07
1.017000e+00,2.835599e+08,3.255764e-07
1.018000e+00,2.664598e+08,3.855216e-07
1.019000e+00,2.502908e+08,4.563213e-07
1.020000e+00,2.350089e+08,5.399072e-07
1.021000e+00,2.205718e+08,6.385482e-07
1.022000e+00,2.069389e+08,7.549090e-07
1.023000e+00,1.940709e+08,8.921169e-07
1.024000e+00,1.819302e+08,1.053841e-06
1.025000e+00,1.704809e+08,1.244386e-06
1.026000e+00,1.596882e+08,1.468794e-06
1.027000e+00,1.495190e+08,1.732979e-06
1.028000e+00,1.399413e+08,2.043864e-06
1.029000e+00,1.309248e+08,2.409555e-06
1.030000e+00,1.224403e+08,2.839540e-06
1.031000e+00,1.144598e+08,3.344917e-06
1.032000e+00,1.069566e+08,3.938665e-06
1.033000e+00,9.990536e+07,4.635954e-06
1.034000e+00,9.328165e+07,5.454505e-06
1.035000e+00,8.706225e+07,6.415019e-06
1.036000e+00,8.122502e+07,7.541657e-06
1.037000e+00,7.574886e+07,8.862615e-06
1.038000e+00,7.061364e+07,1.041078e-05
1.039000e+00,6.580023e+07,1.222450e-05
1.040000e+00,6.129041e+07,1.434845e-05
1.041000e+00,5.706685e+07,1.683469e-05
1.042000e+00,5.311309e+07,1.974385e-05
1.043000e+00,4.941349e+07,2.314646e-05
1.044000e+00,4.595319e+07,2.712462e-05
1.045000e+00,4.271813e+07,3.177380e-05
1.046000e+00,3.969493e+07,3.720495e-05
1.047000e+00,3.687093e+07,4.354705e-05
1.048000e+00,3.423414e+07,5.094986e-05
1.049000e+00,3.177321e+07,5.958727e-05
1.050000e+00,2.947739e+07,6.966109e-05
1.051000e+00,2.733652e+07,8.140542e-05
1.052000e+00,2.534099e+07,9.509172e-05
1.053000e+00,2.348175e+07,1.110346e-04
1.054000e+00,2.175021e+07,1.295986e-04
1.055000e+00,2.013830e+07,1.512058e-04
1.056000e+00,1.863839e+07,1.763449e-04
1.057000e+00,1.724329e+07,2.055814e-04
1.058000e+00,1.594624e+07,2.395691e-04
1.059000e+00,1.474086e+07,2.790642e-04
1.060000e+00,1.362115e+07,3.249404e-04
1.061000e+00,1.258145e+07,3.782071e-04
1.062000e+00,1.161646e+07,4.400296e-04
1.063000e+00,1.072120e+07,5.117529e-04
1.064000e+00,9.890981e+06,5.949289e-04
1.065000e+00,9.121401e+06,6.913470e-04
1.066000e+00,8.408334e+06,8.030700e-04
1.067000e+00,7.747912e+06,9.324746e-04
1.068000e+00,7.136506e+06,1.082298e-03
1.069000e+00,6.570720e+06,1.255692e-03
1.070000e+00,6.047369e+06,1.456282e-03
1.071000e+00,5.563478e+06,1.688240e-03
1.072000e+00,5.116258e+06,1.956362e-03
1.073000e+00,4.703107e+06,2.266160e-03
1.074000e+00,4.321590e+06,2.623965e-03
1.075000e+00,3.969433e+06,3.037050e-03
1.076000e+00,3.644515e+06,3.513760e-03
1.077000e+00,3.344855e+06,4.063671e-03
1.078000e+00,3.068606e+06,4.697764e-03
1.079000e+00,2.814046e+06,5.428629e-03
1.080000e+00,2.579572e+06,6.270691e-03
1.081000e+00,2.363689e+06,7.240474e-03
1.082000e+00,2.165007e+06,8.356892e-03
1.083000e+00,1.982232e+06,9.641596e-03
1.084000e+00,1.814161e+06,1.111935e-02
1.085000e+00,1.659678e+06,1.281846e-02
1.086000e+00,1.517741e+06,1.477131e-02
1.087000e+00,1.387389e+06,1.701485e-02
1.088000e+00,1.267724e+06,1.959132e-02
1.089000e+00,1.157918e+06,2.254891e-02
1.090000e+00,1.057199e+06,2.594261e-02
1.091000e+00,9.648558e+05,2.983513e-02
1.092000e+00,8.802260e+05,3.429799e-02
1.093000e+00,8.026981e+05,3.941264e-02
1.094000e+00,7.317059e+05,4.527190e-02
1.095000e+00,6.667257e+05,5.198143e-02
1.096000e+00,6.072731e+05,5.966148e-02
1.097000e+00,5.529008e+05,6.844884e-02
1.098000e+00,5.031954e+05,7.849906e-02
1.099000e+00,4.577754e+05,8.998893e-02
1.100000e+00,4.162885e+05,1.031193e-01
1.101000e+00,3.784101e+05,1.181183e-01
1.102000e+00,3.438408e+05,1.352448e-01
1.103000e+00,3.123045e+05,1.547927e-01
1.104000e+00,2.835472e+05,1.770951e-01
1.105000e+00,2.573350e+05,2.025297e-01
1.106000e+00,2.334525e+05,2.315247e-01
1.107000e+00,2.117018e+05,2.645649e-01
1.108000e+00,1.919008e+05,3.021993e-01
1.109000e+00,1.738823e+05,3.450491e-01
1.110000e+00,1.574926e+05,3.938171e-01
1.111000e+00,1.425908e+05,4.492981e-01
1.112000e+00,1.290473e+05,5.123903e-01
1.113000e+00,1.167434e+05,5.841084e-01
1.114000e+00,1.055705e+05,6.655985e-01
1.115000e+00,9.542863e+04,7.581541e-01
1.116000e+00,8.622659e+04,8.632347e-01
1.117000e+00,7.788074e+04,9.824865e-01
1.118000e+00,7.031454e+04,1.117765e+00
1.119000e+00,6.345802e+04,1.271162e+00
1.120000e+00,5.724720e+04,1.445032e+00
1.121000e+00,5.162359e+04,1.642027e+00
1.122000e+00,4.653379e+04,1.865131e+00
1.123000e+00,4.192904e+04,2.117702e+00
1.124000e+00,3.776485e+04,2.403513e+00
1.125000e+00,3.400062e+04,2.726807e+00
1.126000e+00,3.059935e+04,3.092350e+00
1.127000e+00,2.752731e+04,3.505494e+00
1.128000e+00,2.475379e+04,3.972245e+00
1.129000e+00,2.225082e+04,4.499343e+00
1.130000e+00,1.999293e+04,5.094346e+00
1.131000e+00,1.795698e+04,5.765728e+00
1.132000e+00,1.612190e+04,6.522980e+00
1.133000e+00,1.446857e+04,7.376737e+00
1.134000e+00,1.297960e+04,8.338900e+00
1.135000e+00,1.163920e+04,9.422791e+00
1.136000e+00,1.043305e+04,1.064331e+01
1.137000e+00,9.348152e+03,1.201711e+01
1.138000e+00,8.372719e+03,1.356281e+01
1.139000e+00,7.496068e+03,1.530120e+01
1.140000e+00,6.708522e+03,1.725551e+01
1.141000e+00,6.001315e+03,1.945164e+01
1.142000e+00,5.366515e+03,2.191851e+01
1.143000e+00,4.796942e+03,2.468835e+01
1.144000e+00,4.286106e+03,2.779709e+01
1.145000e+00,3.828138e+03,3.128477e+01
1.146000e+00,3.417737e+03,3.519596e+01
1.147000e+00,3.050113e+03,3.958029e+01
1.148000e+00,2.720943e+03,4.449298e+01
1.149000e+00,2.426327e+03,4.999542e+01
1.150000e+00,2.162746e+03,5.615588e+01
1.151000e+00,1.927027e+03,6.305021e+01
1.152000e+00,1.716313e+03,7.076265e+01
1.153000e+00,1.528029e+03,7.938674e+01
1.154000e+00,1.359856e+03,8.902626e+01
